"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
269.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
269.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
270.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
271.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
272.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
273.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
274.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
275.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
276.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
277.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
278.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
279.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
280.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
281.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
282.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
283.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
284.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
285.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
286.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
287.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
288.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
289.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
290.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
291.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
292.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
293.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
294.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
295.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
296.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
297.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
298.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
299.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
300.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
