"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","loadInertia.phi","loadInertia.w","inductor.inductor[1].i","inductor.inductor[3].i"
2.066,509.0423,-141.24472,-108.20297,-514.31982,77.58284,508.44998,154.95287,127.54482,876.84064,-226.55345
2.0660999,507.44925,-128.05057,-107.87823,-516.6485,77.236694,510.48624,154.96564,127.59717,886.84869,-251.34875
2.0662,505.39471,-114.67048,-107.57684,-518.89587,76.913246,512.44312,154.97839,127.64973,896.11975,-276.05441
2.0662999,502.8808,-101.11821,-107.29743,-521.06177,76.61116,514.3205,154.99117,127.70253,904.6441,-300.64502
2.0664001,499.90997,-87.407646,-107.0386,-523.14581,76.329086,516.11804,155.00394,127.75554,912.41302,-325.09534
2.0664999,496.48523,-73.552826,-106.79898,-525.14783,76.065666,517.83557,155.01671,127.80875,919.4184,-349.38028
2.0666001,492.61008,-59.567932,-106.57716,-527.06769,75.819565,519.47302,155.0295,127.86215,925.65289,-373.47491
2.0667,488.28836,-45.467274,-106.37177,-528.90509,75.589432,521.03015,155.04228,127.91574,931.11017,-397.35452
2.0668001,483.52451,-31.265261,-106.1814,-530.66003,75.373909,522.50702,155.05508,127.96951,935.78442,-420.99469
2.0669,478.32327,-16.976395,-106.00468,-532.33246,75.171646,523.90356,155.06787,128.02344,939.67084,-444.37122
2.0669999,472.68994,-2.6152565,-105.8402,-533.9223,74.981308,525.21973,155.08069,128.07753,942.76526,-467.46014
2.0671,466.63016,11.803507,-105.6866,-535.42963,74.801544,526.45563,155.09349,128.13176,945.06445,-490.23795
2.0671999,460.15012,26.265205,-105.54247,-536.85443,74.631012,527.61133,155.10631,128.18613,946.56604,-512.68127
2.0673001,453.25629,40.755116,-105.40646,-538.19684,74.468384,528.68695,155.11913,128.24063,947.26831,-534.76727
2.0674,445.95569,55.258495,-105.27717,-539.45697,74.312317,529.68268,155.13196,128.29524,947.17047,-556.47345
2.0675001,438.25565,69.760605,-105.15324,-540.63495,74.161499,530.59863,155.14479,128.34996,946.27246,-577.77765
2.0676,430.16397,84.246719,-105.03331,-541.73108,74.014603,531.43518,155.15762,128.40477,944.5752,-598.6582
2.0676999,421.68878,98.702126,-104.91602,-542.74561,73.870316,532.1925,155.17047,128.45967,942.0802,-619.09381
2.0678,412.83868,113.11218,-104.80002,-543.67877,73.727341,532.87091,155.18332,128.51465,938.79004,-639.06384
2.0678999,403.62256,127.46229,-104.68398,-544.53088,73.584389,533.47076,155.19617,128.56969,934.70789,-658.54791
2.0680001,394.04968,141.73793,-104.56657,-545.30231,73.440163,533.99249,155.20903,128.62479,929.83777,-677.52637
2.0681,384.12976,155.92465,-104.44646,-545.99353,73.293396,534.43646,155.22189,128.67992,924.18463,-695.97986
2.0682001,373.87274,170.00815,-104.32235,-546.60486,73.14283,534.8031,155.23477,128.73508,917.75409,-713.88983
2.0683,363.28897,183.9742,-104.19294,-547.13684,72.987206,535.09296,155.24765,128.79027,910.55255,-731.23816
2.0683999,352.3891,197.80872,-104.05695,-547.59003,72.825287,535.30658,155.26053,128.84547,902.58728,-748.00732
2.0685,341.18405,211.49779,-103.9131,-547.96484,72.655853,535.44446,155.27341,128.90068,893.86627,-764.18042
2.0685999,329.68512,225.02765,-103.76015,-548.26196,72.477684,535.50714,155.2863,128.95587,884.39825,-779.74121
2.0687001,317.90387,238.38469,-103.59683,-548.48193,72.289597,535.49536,155.29921,129.01105,874.19275,-794.67407
2.0688,305.85208,251.55551,-103.42194,-548.62543,72.090393,535.40967,155.3121,129.06619,863.26001,-808.96393
2.0689001,293.5419,264.52692,-103.23425,-548.69312,71.878922,535.25085,155.32501,129.12131,851.61102,-822.59656
2.069,280.98566,277.28595,-103.03258,-548.68573,71.65403,535.01953,155.33794,129.17636,839.25751,-835.55835
2.0690999,268.19589,289.81982,-102.81574,-548.604,71.414581,534.71655,155.35086,129.23135,826.21185,-847.8363
2.0692,255.18544,302.11606,-102.58258,-548.44867,71.15947,534.34259,155.36378,129.28629,812.48712,-859.41833
2.0692999,241.96733,314.16235,-102.33195,-548.22058,70.887596,533.8985,155.37671,129.34113,798.09717,-870.29285
2.0694001,228.55475,325.94678,-102.06274,-547.92053,70.597885,533.38507,155.38965,129.39589,783.05646,-880.4491
2.0695,214.96112,337.45761,-101.77384,-547.54938,70.289276,532.80322,155.40259,129.45055,767.38,-889.87708
2.0696001,201.20001,348.68341,-101.46418,-547.10809,69.960747,532.15387,155.41554,129.5051,751.08356,-898.56757
2.0697,187.28513,359.6131,-101.13268,-546.59747,69.611267,531.43787,155.4285,129.55952,734.18341,-906.51208
2.0697999,173.23035,370.23587,-100.77833,-546.01862,69.239845,530.65613,155.44145,129.61383,716.69659,-913.70282
2.0699,159.04965,380.54123,-100.40009,-545.37231,68.84552,529.80969,155.45441,129.668,698.64056,-920.13281
2.0699999,144.75716,390.51907,-99.996979,-544.65973,68.42733,528.89954,155.46738,129.72203,680.03339,-925.79602
