"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","transformer.l2sigma.inductor[1].i","loadInertiaQS.phi","loadInertia.phi","transformer.l2sigma.inductor[3].i","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0969,-0.25469005,-0.17980166,148.62531,149.49794,-0.014268303,149.52199,145.29892,0.015533344,-0.285256,359.71658,0.39620194
2.0969999,-0.25418234,-0.16729535,148.63713,149.50349,-0.013956629,149.53694,145.31378,0.015761495,-0.28586656,359.71811,0.40159291
2.0971,-0.25367394,-0.15462561,148.64888,149.50902,-0.01363118,149.5519,145.32866,0.015974091,-0.28647476,359.7196,0.40658951
2.0971999,-0.2531648,-0.14180486,148.6606,149.51453,-0.013292279,149.56685,145.34352,0.016170923,-0.28708062,359.72113,0.41118675
2.0973001,-0.25265491,-0.12884571,148.67226,149.52,-0.012940261,149.58179,145.35838,0.016351797,-0.28768411,359.72266,0.41538006
2.0974,-0.25214431,-0.11576087,148.68385,149.52547,-0.012575472,149.59674,145.37325,0.016516533,-0.28828529,359.72415,0.41916534
2.0975001,-0.25163296,-0.10256322,148.6954,149.5309,-0.012198272,149.61169,145.38812,0.016664971,-0.2888841,359.72568,0.42253879
2.0976,-0.25112087,-0.089265727,148.70689,149.53632,-0.011809034,149.62665,145.40298,0.01679696,-0.28948063,359.72717,0.42549703
2.0977001,-0.25060803,-0.075881451,148.71834,149.54172,-0.011408143,149.6416,145.41786,0.016912375,-0.29007483,359.72867,0.42803711
2.0978,-0.25009444,-0.062423553,148.72974,149.54709,-0.010995992,149.65656,145.43274,0.017011099,-0.29066673,359.73019,0.43015656
2.0978999,-0.24958009,-0.048905261,148.74107,149.55244,-0.01057299,149.67151,145.4476,0.017093034,-0.29125634,359.73169,0.43185318
2.098,-0.24906498,-0.03533987,148.75238,149.55777,-0.010139555,149.68648,145.46248,0.017158102,-0.29184365,359.73318,0.43312529
2.0980999,-0.24854912,-0.021740714,148.76363,149.56308,-0.009696112,149.70143,145.47736,0.017206239,-0.2924287,359.73471,0.43397161
2.0982001,-0.2480325,-0.0081211654,148.77483,149.56837,-0.0092431,149.71638,145.49223,0.017237393,-0.29301149,359.73621,0.43439126
2.0983,-0.2475151,0.0055053798,148.78598,149.57364,-0.0087809665,149.73134,145.50711,0.017251536,-0.29359204,359.7377,0.43438378
2.0984001,-0.24699692,0.019125517,148.79709,149.57889,-0.0083101671,149.74629,145.52199,0.017248655,-0.29417035,359.7392,0.43394917
2.0985,-0.24647799,0.032725852,148.80814,149.58411,-0.0078311665,149.76126,145.53688,0.017228752,-0.29474643,359.74069,0.4330878
2.0985999,-0.24595828,0.046293005,148.81915,149.58931,-0.0073444378,149.77621,145.55176,0.017191846,-0.2953203,359.74222,0.43180045
2.0987,-0.2454378,0.05981363,148.83012,149.5945,-0.0068504605,149.79117,145.56664,0.017137975,-0.29589194,359.74371,0.4300884
2.0987999,-0.24491653,0.073274419,148.84105,149.59966,-0.0063497229,149.80614,145.58153,0.017067188,-0.29646143,359.74521,0.42795327
2.0989001,-0.24439448,0.086662121,148.85194,149.6048,-0.0058427183,149.82109,145.59641,0.01697956,-0.29702872,359.7467,0.42539716
2.099,-0.24387166,0.099963576,148.86278,149.60992,-0.0053299479,149.83606,145.6113,0.016875176,-0.29759383,359.7482,0.4224225
2.0991001,-0.24334806,0.11316568,148.87358,149.61502,-0.0048119174,149.85101,145.62617,0.016754137,-0.2981568,359.74969,0.41903219
2.0992,-0.24282368,0.12625544,148.88434,149.6201,-0.0042891381,149.86598,145.64107,0.016616566,-0.29871765,359.75119,0.41522953
2.0992999,-0.24229851,0.13921998,148.89505,149.62517,-0.0037621257,149.88094,145.65596,0.016462594,-0.29927635,359.75266,0.41101828
2.0994,-0.24177256,0.15204652,148.90573,149.6302,-0.0032314004,149.8959,145.67084,0.016292376,-0.29983294,359.75415,0.4064025
2.0994999,-0.24124584,0.16472244,148.91637,149.63522,-0.002697486,149.91086,145.68573,0.01610608,-0.30038741,359.75565,0.40138668
2.0996001,-0.24071832,0.17723526,148.92697,149.64023,-0.0021609096,149.92583,145.70062,0.01590389,-0.3009398,359.75714,0.3959758
2.0997,-0.24019003,0.18957265,148.93753,149.6452,-0.0016222004,149.9408,145.71552,0.015686005,-0.3014901,359.75864,0.39017507
2.0998001,-0.23966096,0.20172246,148.94806,149.65016,-0.0010818901,149.95576,145.73042,0.015452639,-0.30203837,359.7601,0.3839902
2.0999,-0.23913111,0.21367273,148.95854,149.65511,-0.00054051197,149.97072,145.74532,0.015204024,-0.30258456,359.7616,0.37742728
2.0999999,-0.23860049,0.22541168,148.96899,149.66002,1.3997117e-06,149.98569,145.76021,0.014940403,-0.30312872,359.76309,0.3704927
