"Time","aimc.is[1]","aimc.is[2]","aimc.stator.port_p.V_m.re","aimc.stator.port_p.V_m.im","aimc.stator.core.Phi.re","aimc.stator.core.Phi.im","aimc.airGap.V_msr.re","aimc.airGap.V_msr.im","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5282001,8.3345642,-3.6792858,7.9435358,0.048225157,-1.7977833,0.056512967,4.8373165,6.3009882,0.23877098,-0.18924473,1.1253459,1.3512753,711.11572,157.00871,51.665173
4.5282998,8.3126726,-3.4413388,7.9380255,0.29828832,-1.7986698,1.5684589e-05,4.8367367,6.3013654,0.23927248,-0.18956278,1.1253324,1.3512859,711.13147,157.00854,51.907898
4.5283999,8.2825403,-3.1999795,7.9246454,0.54805422,-1.7977813,-0.056481522,4.8361549,6.3017435,0.23977551,-0.18988201,1.1253189,1.3512965,711.14716,157.00839,52.150383
4.5285001,8.244195,-2.9554472,7.9034081,0.79727525,-1.7951187,-0.11292289,4.8355713,6.3021231,0.24028009,-0.19020241,1.1253053,1.3513073,711.16284,157.00824,52.392624
4.5286002,8.1976767,-2.7079835,7.8743353,1.0457042,-1.7906845,-0.16925274,4.8349862,6.3025041,0.24078618,-0.19052395,1.1252917,1.3513179,711.17853,157.00807,52.634617
4.5286999,8.1430302,-2.4578345,7.8374548,1.293095,-1.7844831,-0.22541547,4.8343992,6.3028865,0.24129377,-0.19084664,1.125278,1.3513286,711.19427,157.00792,52.876358
4.5288,8.0803099,-2.2052479,7.7928042,1.5392021,-1.7765207,-0.28135565,4.8338108,6.3032699,0.24180283,-0.19117042,1.1252644,1.3513393,711.20996,157.00777,53.117851
4.5289001,8.0095768,-1.9504739,7.7404265,1.7837814,-1.7668052,-0.33701807,4.833221,6.3036542,0.24231333,-0.19149536,1.1252507,1.3513501,711.22565,157.00761,53.359081
4.5289998,7.930903,-1.6937654,7.6803746,2.0265906,-1.7553459,-0.39234781,4.8326292,6.3040404,0.24282527,-0.19182141,1.125237,1.3513607,711.24133,157.00746,53.600056
4.5290999,7.8443646,-1.4353768,7.6127081,2.2673886,-1.7421545,-0.4472903,4.832036,6.3044276,0.24333861,-0.19214858,1.1252233,1.3513715,711.25702,157.00731,53.840763
4.5292001,7.7500486,-1.1755643,7.5374932,2.5059369,-1.7272438,-0.50179124,4.8314409,6.3048158,0.24385336,-0.19247684,1.1252095,1.3513823,711.27277,157.00716,54.081207
4.5293002,7.648047,-0.91458535,7.4548049,2.7419989,-1.7106285,-0.55579692,4.8308444,6.3052053,0.24436948,-0.19280621,1.1251956,1.3513931,711.28845,157.007,54.321381
4.5293999,7.5384622,-0.65269893,7.3647251,2.9753404,-1.6923251,-0.609254,4.8302464,6.3055964,0.24488693,-0.19313666,1.1251818,1.3514038,711.30414,157.00685,54.561279
4.5295,7.421402,-0.39016467,7.267343,3.20573,-1.6723517,-0.66210973,4.8296471,6.3059883,0.24540573,-0.19346821,1.125168,1.3514147,711.31982,157.0067,54.800903
4.5296001,7.2969823,-0.12724283,7.162755,3.4329391,-1.6507279,-0.71431196,4.8290458,6.3063812,0.24592584,-0.19380081,1.125154,1.3514255,711.33557,157.00655,55.040249
4.5296998,7.1653266,0.1358058,7.0510654,3.6567426,-1.627475,-0.76580918,4.8284435,6.3067756,0.24644724,-0.19413447,1.1251402,1.3514364,711.35126,157.00639,55.279312
4.5297999,7.0265656,0.39872038,6.932384,3.8769183,-1.6026161,-0.81655061,4.8278399,6.3071713,0.24696989,-0.19446917,1.1251262,1.3514473,711.36694,157.00624,55.518089
4.5299001,6.880836,0.66124028,6.8068295,4.0932479,-1.5761756,-0.86648607,4.8272343,6.3075676,0.2474938,-0.19480491,1.1251122,1.3514582,711.38263,157.00609,55.756584
4.5300002,6.7282829,0.923105,6.6745253,4.3055172,-1.5481797,-0.91556633,4.8266277,6.3079658,0.24801894,-0.19514167,1.1250982,1.3514692,711.39838,157.00595,55.994785
4.5300999,6.5690575,1.184055,6.5356035,4.513515,-1.518656,-0.96374297,4.8260198,6.3083649,0.24854526,-0.19547948,1.1250842,1.3514801,711.41406,157.0058,56.232697
4.5302,6.403317,1.4438313,6.3902011,4.7170358,-1.4876337,-1.0109684,4.8254099,6.3087649,0.24907278,-0.19581829,1.1250701,1.351491,711.42975,157.00565,56.47031
4.5303001,6.2312264,1.7021766,6.2384629,4.9158769,-1.4551432,-1.0571961,4.8247995,6.309166,0.24960145,-0.19615811,1.1250559,1.3515019,711.44543,157.00551,56.70763
4.5303998,6.0529561,1.9588343,6.0805392,5.1098418,-1.4212168,-1.1023805,4.8241873,6.3095684,0.25013128,-0.19649893,1.1250418,1.351513,711.46118,157.00536,56.944649
4.5304999,5.8686829,2.2135501,5.9165864,5.2987375,-1.385888,-1.1464769,4.8235741,6.3099718,0.25066221,-0.19684073,1.1250277,1.351524,711.47687,157.0052,57.181362
4.5306001,5.6785889,2.4660711,5.746767,5.4823771,-1.3491914,-1.1894417,4.8229589,6.3103766,0.25119424,-0.1971835,1.1250135,1.3515351,711.49255,157.00507,57.417774
4.5307002,5.4828629,2.7161469,5.5712495,5.6605783,-1.3111635,-1.2312326,4.8223433,6.310782,0.25172737,-0.19752721,1.1249993,1.3515462,711.50824,157.00491,57.653881
4.5307999,5.2816987,2.9635298,5.3902082,5.8331642,-1.2718416,-1.2718084,4.8217263,6.3111887,0.25226155,-0.19787189,1.124985,1.3515571,711.52399,157.00478,57.889679
4.5309,5.0752964,3.207974,5.2038221,5.9999638,-1.2312647,-1.3111291,4.8211079,6.3115964,0.25279674,-0.1982175,1.1249708,1.3515682,711.53967,157.00464,58.125164
4.5310001,4.8638601,3.4492373,5.0122771,6.1608114,-1.1894728,-1.3491557,4.8204885,6.3120055,0.25333294,-0.19856404,1.1249565,1.3515794,711.55536,157.00449,58.36034
4.5310998,4.6475997,3.6870801,4.815762,6.3155479,-1.146507,-1.3858508,4.8198676,6.3124151,0.25387013,-0.1989115,1.1249421,1.3515905,711.57104,157.00435,58.5952
4.5311999,4.4267292,3.9212668,4.6144724,6.4640193,-1.10241,-1.4211782,4.8192458,6.3128262,0.2544083,-0.19925989,1.1249278,1.3516017,711.58679,157.00421,58.829742
4.5313001,4.2014685,4.1515651,4.4086075,6.6060791,-1.057225,-1.4551032,4.8186231,6.3132381,0.25494742,-0.19960918,1.1249133,1.3516129,711.60248,157.00406,59.063969
4.5314002,3.9720399,4.3777461,4.1983719,6.7415853,-1.0109968,-1.4875919,4.8179989,6.3136511,0.25548744,-0.19995935,1.1248989,1.351624,711.61816,157.00392,59.297874
4.5314999,3.7386713,4.5995855,3.9839737,6.8704042,-0.96377087,-1.5186126,4.8173738,6.314065,0.25602838,-0.20031039,1.1248844,1.3516352,711.63385,157.00378,59.53146
4.5316,3.5015945,4.8168635,3.7656262,6.9924083,-0.91559398,-1.5481346,4.8167477,6.3144798,0.25657022,-0.20066229,1.1248699,1.3516465,711.64954,157.00365,59.764721
4.5317001,3.2610443,5.0293646,3.543545,7.1074758,-0.86651361,-1.5761286,4.8161206,6.3148956,0.25711289,-0.20101503,1.1248554,1.3516577,711.66528,157.00351,59.997658
4.5317998,3.0172589,5.2368779,3.3179512,7.2154927,-0.81657809,-1.6025672,4.8154922,6.3153124,0.25765643,-0.20136862,1.1248409,1.3516691,711.68097,157.00337,60.230267
4.5318999,2.7704806,5.4391975,3.0890682,7.3163524,-0.76583689,-1.6274242,4.8148632,6.3157301,0.25820073,-0.20172302,1.1248263,1.3516803,711.69666,157.00323,60.462551
4.5320001,2.5209541,5.6361227,2.8571229,7.4099545,-0.71433997,-1.6506752,4.8142328,6.3161488,0.25874588,-0.20207827,1.1248116,1.3516916,711.71234,157.0031,60.694504
4.5321002,2.2689266,5.8274574,2.6223457,7.4962058,-0.66213816,-1.672297,4.813602,6.3165684,0.25929177,-0.20243432,1.124797,1.3517029,711.72809,157.00296,60.926128
4.5321999,2.0146482,6.0130134,2.3849695,7.5750217,-0.60928303,-1.6922686,4.8129702,6.3169889,0.2598384,-0.20279115,1.1247823,1.3517143,711.74377,157.00282,61.157421
4.5323,1.7583712,6.192605,2.1452293,7.6463232,-0.55582666,-1.71057,4.8123369,6.3174105,0.26038578,-0.20314878,1.1247677,1.3517257,711.75946,157.00269,61.388382
4.5324001,1.5003496,6.3660545,1.9033632,7.7100396,-0.50182188,-1.7271832,4.8117032,6.3178329,0.26093388,-0.20350718,1.1247529,1.351737,711.77515,157.00255,61.619007
4.5324998,1.2408394,6.5331903,1.6596112,7.766108,-0.44732195,-1.742092,4.8110685,6.3182559,0.26148266,-0.20386633,1.1247381,1.3517485,711.79089,157.00243,61.8493
4.5325999,0.98009795,6.6938462,1.4142151,7.8144727,-0.39238068,-1.7552816,4.8104334,6.3186803,0.26203209,-0.20422621,1.1247233,1.3517599,711.80658,157.00229,62.079258
4.5327001,0.71838385,6.8478622,1.1674181,7.8550858,-0.33705226,-1.7667388,4.8097973,6.3191051,0.26258215,-0.20458682,1.1247085,1.3517714,711.82227,157.00215,62.30888
4.5328002,0.45595673,6.9950867,0.91946512,7.887907,-0.28139132,-1.7764524,4.8091602,6.319531,0.26313287,-0.20494816,1.1246936,1.3517828,711.83795,157.00203,62.538162
4.5328999,0.19307698,7.1353726,0.6706022,7.9129033,-0.22545278,-1.784413,4.8085222,6.3199573,0.26368415,-0.20531021,1.1246787,1.3517944,711.85364,157.00189,62.767109
4.533,-0.069994777,7.2685809,0.42107606,7.9300508,-0.16929182,-1.7906125,4.8078837,6.3203845,0.26423603,-0.20567295,1.1246638,1.3518058,711.86938,157.00175,62.995716
4.5331001,-0.33299753,7.3945794,0.17113431,7.939332,-0.11296391,-1.7950449,4.8072448,6.3208127,0.26478845,-0.20603637,1.1246488,1.3518174,711.88507,157.00163,63.223984
4.5331998,-0.5956704,7.5132437,-0.078975104,7.9407377,-0.056524623,-1.7977059,4.8066049,6.3212419,0.26534143,-0.20640048,1.1246339,1.3518289,711.90076,157.00151,63.451912
4.5332999,-0.8577528,7.6244555,-0.32900414,7.9342661,-2.963979e-05,-1.7985927,4.805964,6.3216715,0.26589489,-0.20676525,1.1246189,1.3518405,711.91644,157.00137,63.679501
4.5334001,-1.1189848,7.7281041,-0.57870471,7.9199247,0.056465272,-1.7977045,4.8053231,6.3221021,0.26644889,-0.20713064,1.1246039,1.3518521,711.93219,157.00125,63.906746
4.5335002,-1.3791072,7.8240871,-0.82782918,7.897727,0.11290435,-1.7950423,4.8046813,6.3225336,0.26700333,-0.20749666,1.1245887,1.3518637,711.94788,157.00113,64.133652
4.5335999,-1.6378621,7.9123092,-1.0761304,7.8676949,0.16923192,-1.7906085,4.8040385,6.3229651,0.26755822,-0.2078633,1.1245736,1.3518754,711.96356,157.00099,64.360222
4.5337,-1.8949926,7.9926825,-1.3233619,7.8298583,0.22539239,-1.7844076,4.8033957,6.3233981,0.26811352,-0.20823054,1.1245584,1.351887,711.97925,157.00087,64.586441
4.5338001,-2.1502438,8.0651274,-1.5692787,7.7842555,0.28133032,-1.7764459,4.802752,6.3238316,0.26866928,-0.20859838,1.1245433,1.3518987,711.995,157.00075,64.812325
4.5338998,-2.4033623,8.1295719,-1.8136367,7.7309313,0.33699051,-1.7667309,4.8021078,6.3242655,0.26922539,-0.20896679,1.1245282,1.3519105,712.01068,157.00063,65.037865
4.5339999,-2.6540971,8.1859531,-2.0561936,7.6699381,0.39231804,-1.7552725,4.8014631,6.3247004,0.26978186,-0.20933577,1.1245129,1.3519222,712.02637,157.0005,65.263062
4.5341001,-2.9021995,8.2342138,-2.2967086,7.601337,0.44725829,-1.7420819,4.800818,6.3251357,0.27033868,-0.20970532,1.1244977,1.3519338,712.04205,157.00038,65.487915
4.5342002,-3.1474235,8.2743053,-2.5349431,7.5251961,0.50175709,-1.727172,4.8001723,6.325572,0.27089584,-0.21007541,1.1244823,1.3519456,712.05774,157.00026,65.712425
4.5342999,-3.3895257,8.3061895,-2.7706611,7.4415908,0.55576056,-1.7105577,4.7995262,6.3260088,0.27145329,-0.21044602,1.124467,1.3519574,712.07349,157.00014,65.9366
4.5344,-3.6282656,8.3298349,-3.0036285,7.3506041,0.60921556,-1.6922554,4.7988796,6.3264461,0.27201104,-0.21081713,1.1244516,1.3519692,712.08917,157.00002,66.160423
4.5345001,-3.8634067,8.3452158,-3.2336144,7.2523265,0.6620692,-1.6722829,4.7982326,6.3268838,0.27256903,-0.21118873,1.1244363,1.351981,712.10486,156.99989,66.383911
4.5345998,-4.0947156,8.3523188,-3.4603903,7.1468549,0.71426934,-1.6506603,4.7975855,6.3273225,0.27312729,-0.21156083,1.1244208,1.3519928,712.12054,156.99979,66.607063
4.5346999,-4.3219628,8.3511372,-3.6837318,7.0342946,0.76576453,-1.6274086,4.7969375,6.3277617,0.27368575,-0.2119334,1.1244054,1.3520048,712.13629,156.99966,66.829865
4.5348001,-4.5449233,8.34167,-3.9034169,6.9147568,0.81650394,-1.602551,4.7962894,6.3282013,0.2742444,-0.21230642,1.1243899,1.3520167,712.15198,156.99954,67.05233
4.5349002,-4.7633753,8.3239279,-4.1192274,6.7883606,0.86643744,-1.5761119,4.7956409,6.3286414,0.27480325,-0.21267991,1.1243744,1.3520285,712.16766,156.99944,67.274452
4.5349998,-4.9771023,8.2979288,-4.3309503,6.6552315,0.91551578,-1.5481174,4.7949924,6.3290825,0.27536225,-0.21305382,1.1243588,1.3520405,712.18335,156.99931,67.496239
4.5351,-5.1858921,8.2636976,-4.5383744,6.5155015,0.96369058,-1.5185952,4.7943435,6.329524,0.2759214,-0.21342817,1.1243433,1.3520525,712.1991,156.99921,67.717682
4.5352001,-5.3895378,8.2212687,-4.7412949,6.3693085,1.0109142,-1.4875743,4.793694,6.3299656,0.27648067,-0.21380292,1.1243277,1.3520644,712.21478,156.99908,67.938789
4.5352998,-5.5878372,8.1706839,-4.9395099,6.2167983,1.0571401,-1.4550855,4.7930446,6.3304081,0.27704006,-0.21417806,1.1243119,1.3520764,712.23047,156.99898,68.159561
4.5353999,-5.7805934,8.1119947,-5.132823,6.0581226,1.1023227,-1.4211608,4.7923951,6.3308511,0.27759951,-0.21455355,1.1242963,1.3520885,712.24615,156.99886,68.37999
4.5355,-5.9676156,8.0452566,-5.3210425,5.8934379,1.1464174,-1.3858336,4.7917452,6.3312941,0.27815902,-0.21492943,1.1242806,1.3521005,712.26184,156.99875,68.60009
4.5356002,-6.1487179,7.9705377,-5.5039816,5.7229085,1.1893805,-1.3491389,4.7910948,6.331738,0.27871859,-0.21530566,1.1242648,1.3521125,712.27759,156.99864,68.819847
4.5356998,-6.3237209,7.8879123,-5.6814594,5.5467029,1.2311699,-1.3111128,4.7904449,6.3321824,0.27927816,-0.21568222,1.1242491,1.3521246,712.29327,156.99854,69.039276
4.5358,-6.4924512,7.797461,-5.8532987,5.3649964,1.2717443,-1.2717928,4.789794,6.3326268,0.27983776,-0.21605912,1.1242332,1.3521367,712.30896,156.99841,69.258362
4.5359001,-6.6547403,7.6992745,-6.01933,5.177969,1.3110633,-1.2312177,4.7891436,6.3330717,0.28039733,-0.21643633,1.1242174,1.3521488,712.32465,156.99831,69.477119
4.5359998,-6.8104281,7.5934501,-6.1793885,4.9858065,1.3490885,-1.1894277,4.7884927,6.3335176,0.28095686,-0.21681385,1.1242015,1.3521609,712.34039,156.9982,69.695549
4.5360999,-6.9593601,7.4800925,-6.3333154,4.7886996,1.3857824,-1.146464,4.7878423,6.3339634,0.28151634,-0.21719167,1.1241857,1.3521731,712.35608,156.99809,69.913643
4.5362,-7.1013885,7.359314,-6.4809575,4.5868435,1.4211085,-1.102369,4.7871914,6.3344097,0.28207576,-0.21756974,1.1241697,1.3521852,712.37177,156.99799,70.131416
4.5363002,-7.236372,7.231235,-6.6221695,4.3804393,1.4550321,-1.0571861,4.7865405,6.3348565,0.28263506,-0.21794806,1.1241539,1.3521975,712.38745,156.99788,70.348854
4.5363998,-7.3641768,7.0959816,-6.7568102,4.1696906,1.4875197,-1.01096,4.7858896,6.3353033,0.28319427,-0.21832664,1.1241378,1.3522097,712.40314,156.99779,70.565964
4.5365,-7.4846764,6.9536891,-6.884747,3.9548078,1.5185393,-0.96373624,4.7852387,6.3357506,0.28375337,-0.21870545,1.1241218,1.352222,712.41888,156.99768,70.782753
4.5366001,-7.5977511,6.8044977,-7.0058522,3.7360032,1.5480602,-0.9155615,4.7845879,6.3361983,0.28431228,-0.21908447,1.1241057,1.3522342,712.43457,156.99757,70.999214
4.5366998,-7.7032886,6.6485562,-7.1200066,3.5134943,1.5760534,-0.86648333,4.783937,6.3366461,0.28487104,-0.21946371,1.1240896,1.3522465,712.45026,156.99747,71.215347
4.5367999,-7.8011847,6.4860187,-7.2270966,3.2875018,1.602491,-0.81655014,4.7832861,6.3370943,0.28542963,-0.21984315,1.1240735,1.3522588,712.46594,156.99738,71.431168
4.5369,-7.8913412,6.3170462,-7.3270159,3.0582497,1.6273472,-0.7658112,4.7826352,6.337543,0.285988,-0.22022279,1.1240574,1.3522712,712.48169,156.99727,71.646667
4.5370002,-7.97367,6.1418071,-7.4196653,2.8259659,1.6505975,-0.71431661,4.7819843,6.3379917,0.28654617,-0.22060259,1.1240412,1.3522835,712.49738,156.99718,71.861847
4.5370998,-8.0480881,5.960475,-7.5049534,2.5908806,1.6722186,-0.66211712,4.7813339,6.3384409,0.2871041,-0.22098254,1.124025,1.3522959,712.51306,156.99707,72.076706
4.5372,-8.1145229,5.7732296,-7.5827956,2.3532269,1.6921895,-0.60926431,4.7806835,6.3388901,0.28766176,-0.22136264,1.1240088,1.3523083,712.52875,156.99698,72.291252
4.5373001,-8.1729078,5.5802565,-7.6531143,2.113241,1.7104903,-0.55581039,4.7800331,6.3393397,0.28821915,-0.22174284,1.1239924,1.3523207,712.54443,156.99687,72.505486
4.5373998,-8.2231846,5.3817477,-7.7158403,1.8711606,1.7271031,-0.50180799,4.7793832,6.3397894,0.28877628,-0.22212318,1.1239761,1.3523332,712.56018,156.99678,72.719406
4.5374999,-8.2653036,5.1778994,-7.7709112,1.6272261,1.7420115,-0.44731048,4.7787333,6.3402395,0.28933305,-0.22250362,1.1239598,1.3523456,712.57587,156.99669,72.933014
4.5376,-8.2992239,4.9689145,-7.8182726,1.3816794,1.7552007,-0.39237162,4.7780833,6.3406897,0.28988951,-0.22288415,1.1239434,1.3523581,712.59155,156.99658,73.146317
4.5377002,-8.3249111,4.7549996,-7.8578777,1.1347642,1.7666577,-0.33704564,4.7774339,6.3411403,0.29044566,-0.22326477,1.1239271,1.3523706,712.60724,156.99649,73.359314
4.5377998,-8.3423395,4.5363674,-7.8896866,0.88672543,1.7763711,-0.28138712,4.7767844,6.3415904,0.29100141,-0.22364546,1.1239107,1.3523831,712.62299,156.9964,73.571999
4.5379,-8.3514929,4.3132353,-7.9136691,0.63780916,1.7843317,-0.22545105,4.7761354,6.3420415,0.29155681,-0.22402622,1.1238942,1.3523957,712.63867,156.99631,73.784386
4.5380001,-8.3523607,4.0858235,-7.9298,0.38826224,1.7905312,-0.16929255,4.7754865,6.3424921,0.29211178,-0.22440702,1.1238776,1.3524082,712.65436,156.99622,73.996475
4.5380998,-8.3449421,3.8543582,-7.9380646,0.13833238,1.7949636,-0.11296708,4.774838,6.3429432,0.29266638,-0.22478785,1.1238612,1.3524208,712.67004,156.99612,74.208267
4.5381999,-8.3292465,3.6190691,-7.9384542,-0.11173251,1.7976247,-0.056530245,4.7741899,6.3433943,0.29322052,-0.22516868,1.1238446,1.3524334,712.68573,156.99603,74.419754
4.5383,-8.3052874,3.3801894,-7.9309683,-0.36168441,1.7985117,-3.7705395e-05,4.7735419,6.3438454,0.29377425,-0.22554952,1.1238281,1.3524461,712.70148,156.99594,74.630951
4.5384002,-8.2730894,3.1379564,-7.9156151,-0.61127532,1.7976238,0.05645477,4.7728944,6.3442965,0.29432747,-0.22593035,1.1238114,1.3524587,712.71716,156.99585,74.841858
4.5384998,-8.2326851,2.8926101,-7.8924093,-0.86025769,1.7949619,0.11289143,4.7722473,6.344748,0.29488024,-0.22631118,1.1237948,1.3524714,712.73285,156.99577,75.052475
4.5386,-8.1841125,2.6443939,-7.8613744,-1.1083845,1.7905285,0.16921657,4.7716002,6.3451991,0.29543251,-0.22669196,1.1237781,1.3524841,712.74854,156.99568,75.262802
4.5387001,-8.1274223,2.3935542,-7.8225408,-1.3554096,1.7843282,0.22537464,4.7709537,6.3456507,0.29598427,-0.22707273,1.1237613,1.3524967,712.76428,156.99559,75.472839
4.5387998,-8.0626688,2.1403396,-7.775948,-1.601088,1.7763671,0.28131017,4.7703075,6.3461022,0.29653552,-0.22745344,1.1237446,1.3525095,712.77997,156.99551,75.682594
4.5388999,-7.9899178,1.8850017,-7.7216415,-1.845176,1.7666528,0.336968,4.7696619,6.3465538,0.29708621,-0.22783409,1.1237278,1.3525223,712.79565,156.99542,75.892075
4.539,-7.9092407,1.6277933,-7.6596756,-2.0874314,1.755195,0.39229318,4.7690167,6.3470054,0.29763636,-0.22821467,1.123711,1.3525351,712.81134,156.99535,76.101273
4.5391002,-7.8207173,1.3689699,-7.5901117,-2.3276141,1.7420052,0.44723114,4.7683721,6.3474569,0.29818594,-0.22859514,1.1236942,1.3525479,712.82703,156.99525,76.310188
4.5391998,-7.7244358,1.1087881,-7.5130191,-2.5654857,1.7270963,0.50172764,4.7677279,6.3479085,0.2987349,-0.22897552,1.1236774,1.3525608,712.84277,156.99518,76.518837
4.5393,-7.6204915,0.84750605,-7.4284739,-2.8008103,1.710483,0.55572885,4.7670841,6.3483601,0.2992833,-0.22935578,1.1236604,1.3525735,712.85846,156.99509,76.727211
4.5394001,-7.5089879,0.58538294,-7.3365607,-3.0333545,1.6921816,0.60918158,4.7664409,6.3488116,0.29983103,-0.22973593,1.1236435,1.3525864,712.87415,156.99501,76.935318
4.5395002,-7.3900356,0.32267874,-7.237371,-3.2628875,1.6722103,0.66203302,4.7657981,6.3492632,0.30037817,-0.23011594,1.1236266,1.3525994,712.88983,156.99493,77.143158
4.5395999,-7.263752,0.059654072,-7.1310019,-3.489182,1.6505888,0.71423101,4.7651558,6.3497143,0.30092463,-0.23049581,1.1236095,1.3526123,712.90558,156.99484,77.350739
4.5397,-7.1302633,-0.20343016,-7.0175605,-3.7120135,1.6273383,0.76572406,4.764514,6.3501658,0.30147043,-0.23087554,1.1235925,1.3526251,712.92126,156.99477,77.558052
4.5398002,-6.9897013,-0.46631294,-6.8971586,-3.9311607,1.602482,0.81646138,4.7638731,6.3506169,0.30201557,-0.23125511,1.1235756,1.3526381,712.93695,156.99469,77.765114
4.5398998,-6.8422055,-0.7287336,-6.7699161,-4.1464062,1.5760442,0.86639285,4.7632322,6.3510685,0.30256,-0.23163451,1.1235584,1.3526511,712.95264,156.99461,77.971909
4.54,-6.6879225,-0.99043173,-6.6359591,-4.3575373,1.5480511,0.91546917,4.7625923,6.3515196,0.30310372,-0.2320137,1.1235414,1.3526641,712.96832,156.99454,78.178459
4.5401001,-6.5270057,-1.2511477,-6.4954209,-4.5643439,1.5185304,0.963642,4.7619534,6.3519707,0.30364674,-0.2323927,1.1235242,1.3526771,712.98407,156.99446,78.384758
4.5402002,-6.3596134,-1.5106232,-6.3484402,-4.7666211,1.487511,1.0108637,4.7613144,6.3524213,0.304189,-0.23277149,1.123507,1.3526901,712.99976,156.99438,78.590805
4.5402999,-6.1859131,-1.7686006,-6.1951637,-4.9641685,1.4550239,1.0570878,4.7606764,6.3528719,0.3047305,-0.23315005,1.1234897,1.3527032,713.01544,156.99431,78.796616
4.5404,-6.0060768,-2.0248239,-6.0357432,-5.1567898,1.4211007,1.1022686,4.7600389,6.3533225,0.30527124,-0.23352841,1.1234726,1.3527163,713.03113,156.99425,79.002174
4.5405002,-5.820282,-2.2790394,-5.870337,-5.3442945,1.3857752,1.1463615,4.7594023,6.3537731,0.3058112,-0.23390651,1.1234553,1.3527294,713.04688,156.99417,79.207497
4.5405998,-5.6287141,-2.5309944,-5.6991091,-5.5264964,1.3490822,1.1893229,4.7587662,6.3542233,0.30635038,-0.23428437,1.123438,1.3527426,713.06256,156.99409,79.41259
4.5407,-5.4315629,-2.7804396,-5.5222297,-5.7032151,1.3110579,1.2311106,4.7581306,6.3546734,0.30688873,-0.23466198,1.1234207,1.3527557,713.07825,156.99402,79.617439
4.5408001,-5.2290235,-3.027127,-5.3398743,-5.8742752,1.2717397,1.2716833,4.7574959,6.3551235,0.30742627,-0.23503934,1.1234033,1.3527688,713.09393,156.99396,79.822067
4.5409002,-5.021297,-3.2708123,-5.1522231,-6.0395069,1.2311667,1.3110009,4.7568622,6.3555732,0.30796298,-0.2354164,1.1233859,1.352782,713.10962,156.99388,80.026466
4.5409999,-4.8085899,-3.5112536,-4.9594636,-6.1987467,1.1893786,1.3490247,4.7562289,6.3560228,0.30849883,-0.23579317,1.1233685,1.3527952,713.12537,156.99382,80.230637
4.5411,-4.5911126,-3.7482126,-4.761786,-6.3518367,1.1464169,1.385717,4.7555966,6.356472,0.30903381,-0.23616964,1.1233511,1.3528085,713.14105,156.99374,80.434586
4.5412002,-4.3690815,-3.9814544,-4.5593872,-6.4986253,1.1023239,1.4210418,4.7549648,6.3569212,0.30956793,-0.2365458,1.1233336,1.3528217,713.15674,156.99368,80.638321
4.5412998,-4.1427164,-4.2107472,-4.3524675,-6.6389666,1.0571431,1.4549642,4.754334,6.3573704,0.31010115,-0.23692164,1.123316,1.3528349,713.17242,156.99362,80.841843
4.5414,-3.9122419,-4.435864,-4.141232,-6.7727218,1.0109191,1.4874505,4.7537041,6.3578186,0.31063348,-0.23729716,1.1232985,1.3528483,713.18817,156.99355,81.045151
4.5415001,-3.6778865,-4.6565814,-3.9258909,-6.8997579,0.96369749,1.518469,4.7530746,6.3582673,0.31116489,-0.23767236,1.123281,1.3528615,713.20386,156.99348,81.248245
4.5416002,-3.439883,-4.8726807,-3.7066576,-7.0199499,0.91552496,1.5479888,4.7524462,6.3587155,0.31169534,-0.23804721,1.1232634,1.3528749,713.21954,156.99342,81.451134
4.5416999,-3.1984673,-5.0839472,-3.4837499,-7.1331778,0.866449,1.5759809,4.7518187,6.3591633,0.31222489,-0.23842172,1.1232458,1.3528882,713.23523,156.99336,81.653824
4.5418,-2.9538786,-5.2901721,-3.2573884,-7.2393298,0.81651801,1.6024176,4.7511921,6.359611,0.31275347,-0.23879588,1.1232281,1.3529017,713.25092,156.99329,81.856316
4.5419002,-2.7063601,-5.4911499,-3.0277977,-7.3383007,0.76578134,1.627273,4.750566,6.3600583,0.31328109,-0.23916963,1.1232104,1.352915,713.26666,156.99323,82.058609
4.5419998,-2.4561567,-5.6866822,-2.7952061,-7.4299927,0.71428901,1.6505224,4.7499413,6.3605051,0.31380773,-0.23954301,1.1231928,1.3529285,713.28235,156.99316,82.260712
4.5421,-2.203517,-5.8765745,-2.5598435,-7.5143142,0.66209185,1.6721427,4.7493172,6.3609519,0.31433338,-0.239916,1.123175,1.3529419,713.29803,156.9931,82.462624
4.5422001,-1.9486912,-6.0606389,-2.3219442,-7.5911827,0.60924137,1.6921129,4.7486939,6.3613982,0.31485802,-0.2402886,1.1231573,1.3529553,713.31372,156.99304,82.664352
4.5423002,-1.6919326,-6.2386928,-2.081744,-7.6605215,0.55578977,1.7104133,4.7480717,6.3618445,0.31538165,-0.24066079,1.1231394,1.3529689,713.32947,156.99298,82.865891
4.5423999,-1.4334952,-6.4105592,-1.8394806,-7.7222619,0.50178975,1.7270256,4.7474504,6.3622899,0.31590426,-0.24103256,1.1231216,1.3529824,713.34515,156.99294,83.067253
