"Time","smee.is[1]","smee.is[2]","smee.inertiaRotor.phi","smee.inertiaRotor.w","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.excitation.electroMagneticConverter.Phi.re"
2.0446999,-48.413376,24.864988,307.11951,158.36708,0.042609993,0.45296124,-0.45111138,0.047361795,-0.46270216
2.0448,-48.369289,23.560154,307.13535,158.36162,0.028366795,0.45407081,-0.45110559,0.047510169,-0.46269789
2.0448999,-48.279472,22.235491,307.15118,158.35617,0.014095901,0.45473257,-0.45109975,0.047658235,-0.46269357
2.0450001,-48.144119,20.892296,307.16702,158.35074,-0.00018860665,0.45494586,-0.45109385,0.047805987,-0.46268916
2.0451,-47.963451,19.53194,307.18286,158.34534,-0.01447264,0.45471051,-0.45108789,0.047953431,-0.46268472
2.0452001,-47.737732,18.155766,307.1987,158.33995,-0.02874211,0.45402673,-0.45108187,0.048100561,-0.46268022
2.0453,-47.467285,16.765112,307.21451,158.33458,-0.04298294,0.45289519,-0.45107579,0.048247378,-0.46267563
2.0453999,-47.152466,15.361377,307.23035,158.32924,-0.057181079,0.45131704,-0.45106968,0.048393875,-0.46267101
2.0455,-46.793671,13.945946,307.24619,158.32391,-0.071322531,0.44929385,-0.45106348,0.048540056,-0.46266633
2.0455999,-46.391342,12.520181,307.26202,158.3186,-0.085393347,0.44682762,-0.45105723,0.048685916,-0.46266159
2.0457001,-45.945969,11.085501,307.27786,158.31332,-0.099379636,0.44392076,-0.45105094,0.048831455,-0.4626568
2.0458,-45.458076,9.6433172,307.29367,158.30807,-0.11326762,0.4405762,-0.45104456,0.048976675,-0.46265194
2.0459001,-44.928219,8.1950054,307.30951,158.30284,-0.12704359,0.4367972,-0.45103815,0.049121566,-0.46264702
2.046,-44.35701,6.7419901,307.32535,158.29762,-0.14069398,0.43258753,-0.45103168,0.049266133,-0.46264204
2.0460999,-43.745094,5.285697,307.34119,158.29243,-0.15420529,0.42795131,-0.45102516,0.049410373,-0.46263701
2.0462,-43.093147,3.8275018,307.35699,158.28726,-0.16756424,0.42289317,-0.45101857,0.049554285,-0.46263194
2.0462999,-42.401886,2.3688214,307.37283,158.28212,-0.18075763,0.41741809,-0.45101193,0.049697865,-0.46262679
2.0464001,-41.672081,0.91108489,307.38867,158.27699,-0.19377244,0.41153145,-0.45100522,0.049841117,-0.46262157
2.0465,-40.904503,-0.54434484,307.40448,158.2719,-0.20659585,0.40523911,-0.45099846,0.049984034,-0.46261632
2.0466001,-40.099983,-1.9960698,307.42032,158.26682,-0.21921523,0.39854726,-0.45099166,0.05012662,-0.46261102
2.0467,-39.259392,-3.4426725,307.43613,158.26176,-0.23161811,0.3914625,-0.45098481,0.05026887,-0.46260563
2.0467999,-38.383606,-4.8828135,307.45197,158.25673,-0.24379227,0.38399184,-0.45097786,0.050410785,-0.4626002
2.0469,-37.473553,-6.3151259,307.4678,158.25172,-0.25572571,0.37614265,-0.45097092,0.050552361,-0.46259472
2.0469999,-36.530201,-7.7382169,307.48361,158.24675,-0.26740667,0.36792269,-0.45096388,0.050693598,-0.4625892
2.0471001,-35.55452,-9.1507816,307.49945,158.24179,-0.27882361,0.3593401,-0.45095679,0.050834499,-0.4625836
2.0472,-34.547516,-10.551497,307.51526,158.23686,-0.2899653,0.35040331,-0.45094967,0.050975058,-0.46257794
2.0473001,-33.510254,-11.939005,307.5311,158.23195,-0.30082074,0.34112114,-0.45094249,0.051115274,-0.46257225
2.0474,-32.443779,-13.312047,307.54691,158.22707,-0.31137922,0.3315028,-0.45093524,0.051255148,-0.46256649
2.0474999,-31.349182,-14.669355,307.56274,158.22221,-0.32163036,0.32155773,-0.45092794,0.051394679,-0.46256068
2.0476,-30.227608,-16.009621,307.57855,158.21738,-0.33156404,0.31129578,-0.45092061,0.051533867,-0.46255481
2.0476999,-29.080168,-17.331638,307.59439,158.21257,-0.34117046,0.30072707,-0.45091322,0.051672708,-0.46254888
2.0478001,-27.908018,-18.634207,307.6102,158.20779,-0.35044017,0.28986207,-0.45090577,0.051811203,-0.46254292
2.0479,-26.712376,-19.916077,307.62601,158.20303,-0.35936403,0.27871141,-0.45089829,0.051949348,-0.4625369
2.0480001,-25.494415,-21.176109,307.64185,158.1983,-0.36793324,0.26728618,-0.45089072,0.052087151,-0.46253079
2.0481,-24.255342,-22.413176,307.65765,158.1936,-0.37613934,0.25559762,-0.45088315,0.052224599,-0.46252468
2.0481999,-22.996437,-23.626099,307.67346,158.18892,-0.38397428,0.24365729,-0.45087549,0.052361701,-0.46251848
2.0483,-21.71892,-24.813816,307.6893,158.18428,-0.39143032,0.23147693,-0.4508678,0.052498449,-0.46251225
2.0483999,-20.424042,-25.975279,307.70511,158.17964,-0.39850008,0.21906862,-0.45086005,0.05263485,-0.46250594
2.0485001,-19.113131,-27.10939,307.72092,158.17505,-0.40517667,0.20644455,-0.45085225,0.052770894,-0.46249962
2.0486,-17.787447,-28.215176,307.73676,158.17047,-0.41145343,0.19361719,-0.45084441,0.052906588,-0.46249321
2.0487001,-16.448271,-29.291674,307.75256,158.16592,-0.41732424,0.18059921,-0.45083651,0.053041931,-0.46248677
2.0488,-15.096965,-30.337879,307.76837,158.16141,-0.42278332,0.16740346,-0.45082858,0.053176917,-0.46248025
2.0488999,-13.734818,-31.352907,307.78421,158.15692,-0.42782524,0.15404293,-0.4508206,0.053311549,-0.46247372
2.049,-12.363131,-32.335892,307.80002,158.15245,-0.43244508,0.14053084,-0.45081255,0.053445827,-0.4624671
2.0490999,-10.983289,-33.285931,307.81583,158.14801,-0.4366383,0.1268805,-0.45080447,0.053579748,-0.46246046
2.0492001,-9.5965967,-34.202236,307.83163,158.1436,-0.44040072,0.11310538,-0.45079634,0.053713311,-0.46245375
2.0493,-8.2043676,-35.084042,307.84744,158.13921,-0.44372872,0.099219069,-0.45078814,0.053846519,-0.46244699
2.0494001,-6.8079882,-35.930561,307.86328,158.13486,-0.44661894,0.085235275,-0.45077991,0.053979371,-0.46244019
2.0495,-5.4087758,-36.741096,307.87909,158.13052,-0.44906861,0.071167782,-0.45077166,0.054111864,-0.46243334
2.0495999,-4.0080414,-37.514996,307.8949,158.12622,-0.45107529,0.057030477,-0.45076334,0.054244,-0.46242642
2.0497,-2.607161,-38.251587,307.91071,158.12195,-0.45263699,0.042837303,-0.45075497,0.054375775,-0.46241948
2.0497999,-1.2074547,-38.950283,307.92651,158.11771,-0.45375222,0.028602257,-0.45074657,0.054507192,-0.46241248
2.0499001,0.18978095,-39.610535,307.94232,158.11348,-0.45441991,0.01433939,-0.45073813,0.054638252,-0.46240544
2.05,1.5832402,-40.231827,307.95813,158.10928,-0.45463938,6.2768588e-05,-0.45072964,0.05476895,-0.46239832
