"Time","imcQS.rotorCage.port_p.reference.gamma","PIQS.x","loadInertiaQS.w","powerSensorQS.flange_a.phi"
9.7299995,24.434748,13805.13,152.55246,1516.1675
9.7399998,24.525394,13832.542,152.54202,1517.6929
9.75,24.616253,13859.959,152.53156,1519.2183
9.7600002,24.707317,13887.381,152.5211,1520.7435
9.7700005,24.798594,13914.808,152.51062,1522.2687
9.7799997,24.890078,13942.238,152.50014,1523.7938
9.79,24.981773,13969.675,152.48964,1525.3187
9.8000002,25.073679,13997.116,152.47913,1526.8435
9.8100004,25.165794,14024.562,152.4686,1528.3683
9.8199997,25.25812,14052.013,152.45807,1529.8929
9.8299999,25.350657,14079.469,152.44753,1531.4175
9.8400002,25.443405,14106.93,152.43697,1532.9419
9.8500004,25.536364,14134.396,152.42639,1534.4662
9.8599997,25.629534,14161.865,152.41582,1535.9904
9.8699999,25.722918,14189.341,152.40523,1537.5145
9.8800001,25.816511,14216.821,152.39462,1539.0386
9.8900003,25.910318,14244.307,152.384,1540.5624
9.8999996,26.004335,14271.797,152.37338,1542.0862
9.9099998,26.098568,14299.292,152.36275,1543.6099
9.9200001,26.193012,14326.792,152.3521,1545.1334
9.9300003,26.287668,14354.297,152.34143,1546.6569
9.9399996,26.38254,14381.808,152.33076,1548.1803
9.9499998,26.477625,14409.322,152.32007,1549.7035
9.96,26.572922,14436.843,152.30937,1551.2267
9.9700003,26.668434,14464.368,152.29868,1552.7498
9.9799995,26.76416,14491.898,152.28795,1554.2727
9.9899998,26.860102,14519.434,152.27721,1555.7955
10,26.956257,14546.975,152.26646,1557.3182
10,26.956257,14546.975,152.26646,1557.3182
