"Time","thetaQS","theta","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.stator.stray.port_p.Phi.re","smee.stator.stray.port_p.Phi.im","smee.excitation.electroMagneticConverter.Phi.re","smeeQS.short.port_p.reference.gamma","constantSpeed.phi","constantSpeedQS.phi"
15.0591,-3.1292148,-3.1292148,0.43861708,-0.10193977,-0.078807004,0.021102745,0.34583551,4.7247667,2362.3301,2363.1155
15.0592,-3.1291938,-3.1291938,0.44160292,-0.088112228,-0.079430781,0.018617775,0.34583515,4.7247877,2362.3457,2363.1311
15.0593,-3.1291728,-3.1291728,0.44415292,-0.07419771,-0.079976223,0.016114444,0.34583482,4.7248087,2362.3616,2363.147
15.0594,-3.1291521,-3.1291521,0.44626462,-0.060209963,-0.080442786,0.013595219,0.34583446,4.7248297,2362.3772,2363.1626
15.0595,-3.1291311,-3.1291311,0.44793591,-0.046162773,-0.080830015,0.011062587,0.34583411,4.7248507,2362.3928,2363.1782
15.0596,-3.1291101,-3.1291101,0.44916514,-0.032070015,-0.081137538,0.0085190432,0.34583375,4.7248716,2362.4087,2363.1941
15.0597,-3.1290891,-3.1290891,0.44995111,-0.017945588,-0.081365034,0.0059670983,0.34583339,4.7248926,2362.4243,2363.2097
15.0598,-3.1290681,-3.1290681,0.45029303,-0.0038034357,-0.08151228,0.0034092681,0.34583306,4.7249136,2362.4399,2363.2253
15.0599,-3.1290472,-3.1290472,0.45019054,0.010342485,-0.081579149,0.00084807514,0.34583271,4.7249346,2362.4558,2363.2412
15.06,-3.1290262,-3.1290262,0.44964379,0.024478216,-0.081565551,-0.0017139545,0.34583235,4.7249556,2362.4714,2363.2568
15.0601,-3.1290054,-3.1290054,0.44865331,0.038589805,-0.081471518,-0.0042742942,0.34583199,4.7249761,2362.4871,2363.2725
15.0602,-3.1289845,-3.1289845,0.44722006,0.052663326,-0.081297137,-0.0068304189,0.34583163,4.724997,2362.5027,2363.2881
15.0603,-3.1289635,-3.1289635,0.44534543,0.066684894,-0.081042573,-0.0093798079,0.3458313,4.725018,2362.5186,2363.304
15.0604,-3.1289425,-3.1289425,0.44303131,0.080640666,-0.080708086,-0.011919945,0.34583095,4.725039,2362.5342,2363.3196
15.0605,-3.1289215,-3.1289215,0.44027996,0.094516873,-0.080294006,-0.014448329,0.34583059,4.72506,2362.5498,2363.3352
15.0606,-3.1289005,-3.1289005,0.43709412,0.10829981,-0.079800732,-0.016962463,0.34583023,4.725081,2362.5657,2363.3511
15.0607,-3.1288798,-3.1288798,0.4334769,0.1219759,-0.079228759,-0.019459868,0.34582987,4.7251019,2362.5813,2363.3667
15.0608,-3.1288588,-3.1288588,0.42943192,0.13553162,-0.078578651,-0.021938082,0.34582952,4.7251229,2362.5969,2363.3823
15.0609,-3.1288378,-3.1288378,0.42496309,0.1489536,-0.07785105,-0.024394661,0.34582916,4.7251439,2362.6125,2363.3979
15.061,-3.1288168,-3.1288168,0.42007488,0.1622286,-0.077046663,-0.026827181,0.34582883,4.7251649,2362.6284,2363.4138
15.0611,-3.1287959,-3.1287959,0.41477212,0.17534351,-0.076166295,-0.029233243,0.34582847,4.7251859,2362.644,2363.4294
15.0612,-3.1287749,-3.1287749,0.40906003,0.1882854,-0.075210802,-0.031610478,0.34582812,4.7252069,2362.6597,2363.4451
15.0613,-3.1287539,-3.1287539,0.40294421,0.20104149,-0.074181139,-0.033956535,0.34582776,4.7252278,2362.6755,2363.4609
15.0614,-3.1287332,-3.1287332,0.39643076,0.21359919,-0.073078319,-0.036269106,0.3458274,4.7252483,2362.6912,2363.4766
15.0615,-3.1287122,-3.1287122,0.38952604,0.2259461,-0.07190343,-0.038545907,0.34582704,4.7252693,2362.7068,2363.4922
15.0616,-3.1286912,-3.1286912,0.38223693,0.23807004,-0.070657626,-0.040784691,0.34582669,4.7252903,2362.7227,2363.5081
15.0617,-3.1286702,-3.1286702,0.37457058,0.24995907,-0.069342136,-0.042983256,0.34582633,4.7253113,2362.7383,2363.5237
15.0618,-3.1286492,-3.1286492,0.36653456,0.26160142,-0.067958258,-0.045139428,0.34582597,4.7253323,2362.7539,2363.5393
15.0619,-3.1286283,-3.1286283,0.3581368,0.27298561,-0.066507354,-0.047251083,0.34582564,4.7253532,2362.7695,2363.5549
15.062,-3.1286075,-3.1286075,0.34938559,0.28410041,-0.064990871,-0.049316138,0.34582528,4.7253742,2362.7854,2363.5708
15.0621,-3.1285865,-3.1285865,0.34028959,0.29493484,-0.063410282,-0.051332556,0.34582493,4.7253952,2362.801,2363.5864
15.0622,-3.1285655,-3.1285655,0.33085775,0.30547825,-0.061767157,-0.05329835,0.34582457,4.7254162,2362.8167,2363.6021
15.0623,-3.1285446,-3.1285446,0.32109937,0.31572017,-0.060063116,-0.055211581,0.34582421,4.7254372,2362.8325,2363.6179
15.0624,-3.1285236,-3.1285236,0.3110241,0.32565054,-0.058299843,-0.05707036,0.34582385,4.7254581,2362.8481,2363.6335
15.0625,-3.1285026,-3.1285026,0.30064186,0.33525953,-0.05647907,-0.058872856,0.3458235,4.7254791,2362.8638,2363.6492
15.0626,-3.1284816,-3.1284816,0.28996292,0.34453768,-0.054602597,-0.06061729,0.34582314,4.7255001,2362.8796,2363.665
15.0627,-3.1284609,-3.1284609,0.27899784,0.35347584,-0.052672271,-0.062301941,0.34582278,4.7255206,2362.8953,2363.6807
15.0628,-3.1284399,-3.1284399,0.26775739,0.36206514,-0.050690003,-0.063925147,0.34582242,4.7255416,2362.9109,2363.6963
15.0629,-3.1284189,-3.1284189,0.25625265,0.37029716,-0.048657738,-0.065485314,0.34582207,4.7255626,2362.9265,2363.7119
15.063,-3.1283979,-3.1283979,0.24449505,0.37816373,-0.046577487,-0.066980898,0.34582171,4.7255836,2362.9424,2363.7278
15.0631,-3.128377,-3.128377,0.23249613,0.38565713,-0.0444513,-0.068410419,0.34582135,4.7256045,2362.958,2363.7434
15.0632,-3.128356,-3.128356,0.22026776,0.39276993,-0.042281274,-0.069772474,0.34582099,4.7256255,2362.9736,2363.759
15.0633,-3.1283352,-3.1283352,0.20782198,0.39949512,-0.04006955,-0.071065716,0.34582064,4.7256465,2362.9895,2363.7749
15.0634,-3.1283143,-3.1283143,0.19517112,0.40582606,-0.037818309,-0.072288878,0.34582028,4.7256675,2363.0051,2363.7905
15.0635,-3.1282933,-3.1282933,0.18232761,0.41175652,-0.035529766,-0.073440745,0.34581992,4.7256885,2363.0208,2363.8062
15.0636,-3.1282723,-3.1282723,0.16930416,0.41728061,-0.033206187,-0.074520178,0.34581956,4.7257094,2363.0366,2363.822
15.0637,-3.1282513,-3.1282513,0.15611361,0.42239293,-0.030849855,-0.075526118,0.34581921,4.7257304,2363.0522,2363.8376
15.0638,-3.1282303,-3.1282303,0.14276898,0.42708838,-0.028463101,-0.076457582,0.34581885,4.7257514,2363.0679,2363.8533
15.0639,-3.1282094,-3.1282096,0.12928344,0.43136239,-0.026048275,-0.077313632,0.34581849,4.7257724,2363.0835,2363.8689
15.064,-3.1281886,-3.1281886,0.11567031,0.43521068,-0.023607759,-0.078093439,0.34581813,4.7257929,2363.0994,2363.8848
15.0641,-3.1281676,-3.1281676,0.101943,0.43862945,-0.02114396,-0.078796223,0.34581777,4.7258139,2363.115,2363.9004
15.0642,-3.1281466,-3.1281466,0.088115066,0.44161537,-0.018659309,-0.079421304,0.34581742,4.7258348,2363.1306,2363.916
15.0643,-3.1281257,-3.1281257,0.074200161,0.44416547,-0.016156252,-0.07996805,0.34581703,4.7258558,2363.1465,2363.9319
15.0644,-3.1281047,-3.1281047,0.060212016,0.44627723,-0.013637265,-0.080435932,0.34581667,4.7258768,2363.1621,2363.9475
15.0645,-3.1280837,-3.1280837,0.046164434,0.4479486,-0.011104827,-0.080824487,0.34581631,4.7258978,2363.1777,2363.9631
15.0646,-3.128063,-3.128063,0.032071274,0.44917786,-0.0085614361,-0.081133336,0.34581596,4.7259188,2363.1934,2363.9788
15.0647,-3.128042,-3.128042,0.017946448,0.44996387,-0.0060096025,-0.081362166,0.3458156,4.7259398,2363.2092,2363.9946
15.0648,-3.128021,-3.128021,0.0038038958,0.45030579,-0.003451841,-0.081510752,0.34581524,4.7259607,2363.2249,2364.0103
15.0649,-3.128,-3.128,-0.010342428,0.45020333,-0.00089067512,-0.081578955,0.34581488,4.7259817,2363.2405,2364.0259
15.065,-3.127979,-3.127979,-0.02447856,0.44965658,0.0016713695,-0.081566699,0.34581453,4.7260027,2363.2563,2364.0417
15.0651,-3.1279581,-3.1279581,-0.03859055,0.44866607,0.0042317659,-0.081473999,0.34581417,4.7260237,2363.272,2364.0574
15.0652,-3.1279371,-3.1279373,-0.052664474,0.44723278,0.0067879893,-0.081300952,0.34581378,4.7260447,2363.2876,2364.073
15.0653,-3.1279163,-3.1279163,-0.066686437,0.44535813,0.0093375184,-0.081047721,0.34581342,4.7260652,2363.3035,2364.0889
15.0654,-3.1278954,-3.1278954,-0.080642611,0.44304395,0.011877839,-0.080714561,0.34581307,4.7260861,2363.3191,2364.1045
15.0655,-3.1278744,-3.1278744,-0.094519205,0.44029254,0.014406446,-0.080301791,0.34581271,4.7261071,2363.3347,2364.1201
15.0656,-3.1278534,-3.1278534,-0.10830255,0.43710661,0.016920846,-0.079809837,0.34581235,4.7261281,2363.3503,2364.1357
15.0657,-3.1278324,-3.1278324,-0.12197902,0.43348929,0.019418558,-0.079239167,0.34581199,4.7261491,2363.3662,2364.1516
15.0658,-3.1278114,-3.1278114,-0.13553512,0.42944419,0.021897119,-0.078590348,0.34581164,4.7261701,2363.3818,2364.1672
15.0659,-3.1277907,-3.1277907,-0.14895749,0.42497528,0.024354083,-0.077864021,0.34581125,4.726191,2363.3975,2364.1829
15.066,-3.1277697,-3.1277697,-0.16223288,0.42008695,0.026787031,-0.077060901,0.34581089,4.726212,2363.4133,2364.1987
15.0661,-3.1277487,-3.1277487,-0.17534816,0.41478404,0.029193562,-0.076181784,0.34581053,4.726233,2363.429,2364.2144
15.0662,-3.1277277,-3.1277277,-0.18829042,0.40907177,0.031571299,-0.075227536,0.34581017,4.726254,2363.4446,2364.23
15.0663,-3.1277068,-3.1277068,-0.20104687,0.40295583,0.033917904,-0.074199095,0.34580982,4.726275,2363.4604,2364.2458
15.0664,-3.1276858,-3.1276858,-0.21360493,0.39644217,0.036231056,-0.073097482,0.34580943,4.7262959,2363.4761,2364.2615
15.0665,-3.127665,-3.127665,-0.22595221,0.38953727,0.038508479,-0.071923777,0.34580907,4.7263169,2363.4917,2364.2771
15.0666,-3.1276441,-3.1276441,-0.23807651,0.38224795,0.040747918,-0.070679136,0.34580871,4.7263374,2363.5073,2364.2927
15.0667,-3.1276231,-3.1276231,-0.24996586,0.3745814,0.042947177,-0.069364786,0.34580836,4.7263584,2363.5232,2364.3086
15.0668,-3.1276021,-3.1276021,-0.26160854,0.36654517,0.045104079,-0.067982033,0.345808,4.7263794,2363.5388,2364.3242
15.0669,-3.1275811,-3.1275811,-0.27299306,0.35814717,0.047216497,-0.066532232,0.34580761,4.7264004,2363.5544,2364.3398
15.067,-3.1275601,-3.1275601,-0.28410819,0.34939575,0.04928235,-0.065016814,0.34580725,4.7264214,2363.5703,2364.3557
15.0671,-3.1275392,-3.1275392,-0.29494295,0.34029949,0.051299602,-0.063437276,0.3458069,4.7264423,2363.5859,2364.3713
15.0672,-3.1275184,-3.1275184,-0.30548665,0.33086738,0.053266261,-0.061795175,0.34580654,4.7264633,2363.6016,2364.387
15.0673,-3.1274974,-3.1274974,-0.31572887,0.32110873,0.055180386,-0.060092129,0.34580615,4.7264843,2363.6172,2364.4026
15.0674,-3.1274765,-3.1274765,-0.32565954,0.31103319,0.057040092,-0.058329817,0.34580579,4.7265053,2363.6331,2364.4185
15.0675,-3.1274555,-3.1274555,-0.33526883,0.30065066,0.058843542,-0.056509983,0.34580544,4.7265263,2363.6487,2364.4341
15.0676,-3.1274345,-3.1274345,-0.34454724,0.28997144,0.06058896,-0.054634415,0.34580508,4.7265472,2363.6643,2364.4497
15.0677,-3.1274135,-3.1274135,-0.35348564,0.27900603,0.062274624,-0.052704964,0.34580469,4.7265682,2363.6802,2364.4656
15.0678,-3.1273928,-3.1273928,-0.36207521,0.26776525,0.063898876,-0.050723534,0.34580433,4.7265892,2363.6958,2364.4812
15.0679,-3.1273718,-3.1273718,-0.37030748,0.25626022,0.065460101,-0.048692077,0.34580398,4.7266097,2363.7114,2364.4968
15.068,-3.1273508,-3.1273508,-0.37817428,0.24450228,0.066956773,-0.046612602,0.34580359,4.7266307,2363.7273,2364.5127
15.0681,-3.1273298,-3.1273298,-0.38566789,0.23250303,0.068387412,-0.044487156,0.34580323,4.7266517,2363.7429,2364.5283
15.0682,-3.1273088,-3.1273088,-0.3927809,0.22027431,0.069750607,-0.042317834,0.34580287,4.7266726,2363.7585,2364.5439
15.0683,-3.1272879,-3.1272879,-0.3995063,0.20782821,0.071045011,-0.040106777,0.34580249,4.7266936,2363.7742,2364.5596
15.0684,-3.1272669,-3.1272669,-0.40583742,0.19517697,0.072269343,-0.037856165,0.34580213,4.7267146,2363.79,2364.5754
15.0685,-3.1272461,-3.1272461,-0.41176808,0.18233311,0.07342241,-0.035568222,0.34580177,4.7267356,2363.8057,2364.5911
15.0686,-3.1272252,-3.1272252,-0.41729233,0.1693093,0.074503064,-0.033245198,0.34580138,4.7267566,2363.8213,2364.6067
15.0687,-3.1272042,-3.1272042,-0.4224048,0.15611838,0.075510241,-0.030889384,0.34580103,4.7267776,2363.8372,2364.6226
15.0688,-3.1271832,-3.1271832,-0.42710039,0.14277337,0.076442942,-0.028503109,0.34580067,4.7267985,2363.8528,2364.6382
15.0689,-3.1271622,-3.1271622,-0.43137452,0.12928747,0.077300258,-0.026088722,0.34580028,4.7268195,2363.8684,2364.6538
15.069,-3.1271412,-3.1271412,-0.43522292,0.11567394,0.07808134,-0.023648607,0.34579992,4.7268405,2363.8843,2364.6697
15.0691,-3.1271205,-3.1271205,-0.43864182,0.10194624,0.078785419,-0.021185167,0.34579957,4.7268615,2363.8999,2364.6853
15.0692,-3.1270995,-3.1270995,-0.44162783,0.08811792,0.079411797,-0.018700834,0.34579918,4.726882,2363.9155,2364.7009
15.0693,-3.1270785,-3.1270785,-0.44417801,0.074202627,0.079959854,-0.016198058,0.34579882,4.726903,2363.9312,2364.7166
15.0694,-3.1270576,-3.1270576,-0.44628987,0.060214084,0.080429055,-0.013679306,0.34579843,4.7269239,2363.947,2364.7324
15.0695,-3.1270366,-3.1270366,-0.44796127,0.0461661,0.080818929,-0.011147063,0.34579808,4.7269449,2363.9626,2364.748
15.0696,-3.1270156,-3.1270156,-0.44919059,0.032072544,0.081129104,-0.0086038271,0.34579772,4.7269659,2363.9783,2364.7637
15.0697,-3.1269946,-3.1269946,-0.44997662,0.017947318,0.081359267,-0.0060521048,0.34579733,4.7269869,2363.9941,2364.7795
15.0698,-3.1269739,-3.1269739,-0.45031857,0.0038043633,0.081509188,-0.0034944136,0.34579697,4.7270079,2364.0098,2364.7952
15.0699,-3.1269529,-3.1269529,-0.45021611,-0.01034236,0.081578732,-0.00093327579,0.34579659,4.7270288,2364.0254,2364.8108
15.07,-3.1269319,-3.1269319,-0.44966936,-0.024478894,0.081567809,0.0016287828,0.34579623,4.7270498,2364.0413,2364.8267
15.0701,-3.1269109,-3.1269109,-0.44867882,-0.038591284,0.08147645,0.0041892352,0.34579584,4.7270708,2364.0569,2364.8423
15.0702,-3.1268899,-3.1268899,-0.44724551,-0.05266561,0.081304736,0.0067455568,0.34579548,4.7270918,2364.0725,2364.8579
15.0703,-3.126869,-3.126869,-0.44537082,-0.066687971,0.081052832,0.0092952261,0.34579512,4.7271128,2364.0881,2364.8735
15.0704,-3.1268482,-3.1268482,-0.44305658,-0.08064454,0.080720998,0.011835728,0.34579474,4.7271338,2364.104,2364.8894
15.0705,-3.1268272,-3.1268272,-0.44030511,-0.094521537,0.080309555,0.014364557,0.34579438,4.7271543,2364.1196,2364.905
15.0706,-3.1268063,-3.1268063,-0.4371191,-0.10830527,0.079818904,0.016879221,0.34579399,4.7271752,2364.1353,2364.9207
15.0707,-3.1267853,-3.1267853,-0.43350169,-0.12198213,0.079249538,0.019377237,0.34579363,4.7271962,2364.1511,2364.9365
15.0708,-3.1267643,-3.1267643,-0.4294565,-0.13553862,0.078602009,0.021856146,0.34579325,4.7272172,2364.1667,2364.9521
15.0709,-3.1267433,-3.1267433,-0.42498744,-0.14896138,0.077876963,0.024313498,0.34579289,4.7272382,2364.1824,2364.9678
15.071,-3.1267223,-3.1267223,-0.42009899,-0.16223714,0.077075116,0.026746871,0.3457925,4.7272592,2364.198,2364.9834
15.0711,-3.1267016,-3.1267016,-0.41479596,-0.17535281,0.076197252,0.029153867,0.34579214,4.7272801,2364.2139,2364.9993
15.0712,-3.1266806,-3.1266806,-0.40908355,-0.18829544,0.075244248,0.031532113,0.34579176,4.7273011,2364.2295,2365.0149
15.0713,-3.1266596,-3.1266596,-0.40296742,-0.20105226,0.074217029,0.033879258,0.3457914,4.7273221,2364.2451,2365.0305
15.0714,-3.1266387,-3.1266387,-0.39645359,-0.21361068,0.073116615,0.036192991,0.34579101,4.7273431,2364.261,2365.0464
15.0715,-3.1266177,-3.1266177,-0.38954851,-0.2259583,0.071944095,0.038471032,0.34579065,4.7273641,2364.2766,2365.062
15.0716,-3.1265967,-3.1265967,-0.38225901,-0.23808295,0.070700616,0.040711131,0.34579027,4.727385,2364.2922,2365.0776
15.0717,-3.1265759,-3.1265759,-0.37459224,-0.24997266,0.069387414,0.042911083,0.34578991,4.727406,2364.3081,2365.0935
15.0718,-3.126555,-3.126555,-0.36655578,-0.26161566,0.068005785,0.045068711,0.34578952,4.7274265,2364.3237,2365.1091
15.0719,-3.126534,-3.126534,-0.35815758,-0.27300054,0.06655708,0.047181893,0.34578916,4.7274475,2364.3394,2365.1248
15.072,-3.126513,-3.126513,-0.34940588,-0.28411597,0.065042734,0.049248546,0.34578878,4.7274685,2364.355,2365.1404
15.0721,-3.126492,-3.126492,-0.34030938,-0.29495105,0.063464247,0.051266626,0.34578839,4.7274895,2364.3708,2365.1562
15.0722,-3.126471,-3.126471,-0.33087701,-0.30549505,0.061823167,0.053234145,0.34578803,4.7275105,2364.3865,2365.1719
15.0723,-3.1264501,-3.1264503,-0.32111809,-0.31573758,0.060121115,0.055149168,0.34578764,4.7275314,2364.4021,2365.1875
15.0724,-3.1264293,-3.1264293,-0.31104228,-0.32566851,0.058359772,0.057009798,0.34578729,4.7275524,2364.418,2365.2034
15.0725,-3.1264083,-3.1264083,-0.30065948,-0.33527809,0.056540873,0.058814205,0.3457869,4.7275734,2364.4336,2365.219
15.0726,-3.1263874,-3.1263874,-0.28997993,-0.34455678,0.05466621,0.060560606,0.34578654,4.7275944,2364.4492,2365.2346
15.0727,-3.1263664,-3.1263664,-0.27901423,-0.35349545,0.052737635,0.062247284,0.34578615,4.7276154,2364.4651,2365.2505
15.0728,-3.1263454,-3.1263454,-0.26777315,-0.36208528,0.050757047,0.063872576,0.34578577,4.7276363,2364.4807,2365.2661
15.0729,-3.1263244,-3.1263244,-0.25626779,-0.37031776,0.048726402,0.065434866,0.34578541,4.7276573,2364.4963,2365.2817
15.073,-3.1263037,-3.1263037,-0.24450953,-0.37818483,0.046647701,0.066932626,0.34578502,4.7276783,2364.512,2365.2974
15.0731,-3.1262827,-3.1262827,-0.23250994,-0.38567865,0.044522993,0.068364382,0.34578466,4.7276988,2364.5278,2365.3132
15.0732,-3.1262617,-3.1262617,-0.22028089,-0.39279187,0.042354379,0.06972871,0.34578428,4.7277198,2364.5435,2365.3289
15.0733,-3.1262407,-3.1262407,-0.20783442,-0.39951748,0.040143993,0.071024269,0.34578389,4.7277408,2364.5591,2365.3445
15.0734,-3.1262197,-3.1262197,-0.19518284,-0.4058488,0.037894014,0.072249785,0.34578353,4.7277617,2364.575,2365.3604
15.0735,-3.1261988,-3.1261988,-0.18233863,-0.41177961,0.035606664,0.073404051,0.34578314,4.7277827,2364.5906,2365.376
15.0736,-3.1261778,-3.126178,-0.16931444,-0.41730404,0.033284198,0.07448592,0.34578276,4.7278037,2364.6062,2365.3916
15.0737,-3.126157,-3.126157,-0.15612316,-0.42241666,0.030928904,0.075494327,0.3457824,4.7278247,2364.6221,2365.4072
15.0738,-3.1261361,-3.1261361,-0.14277779,-0.4271124,0.028543107,0.076428279,0.34578201,4.7278457,2364.6377,2365.4231
15.0739,-3.1261151,-3.1261151,-0.12929149,-0.43138665,0.026129162,0.077286862,0.34578162,4.7278666,2364.6533,2365.4387
15.074,-3.1260941,-3.1260941,-0.11567757,-0.43523517,0.023689447,0.078069218,0.34578127,4.7278876,2364.6689,2365.4543
15.0741,-3.1260731,-3.1260731,-0.10194949,-0.43865418,0.021226369,0.078774579,0.34578088,4.7279086,2364.6848,2365.4702
15.0742,-3.1260521,-3.1260521,-0.088120788,-0.44164029,0.018742355,0.07940226,0.34578049,4.7279296,2364.7004,2365.4858
15.0743,-3.1260314,-3.1260314,-0.074205093,-0.44419056,0.016239857,0.079951622,0.34578013,4.7279506,2364.7161,2365.5015
15.0744,-3.1260104,-3.1260104,-0.060216159,-0.44630247,0.013721344,0.080422141,0.34577975,4.7279711,2364.7319,2365.5173
15.0745,-3.1259894,-3.1259894,-0.04616778,-0.44797394,0.011189298,0.080813341,0.34577936,4.7279921,2364.7476,2365.533
15.0746,-3.1259685,-3.1259685,-0.032073822,-0.44920331,0.0086462153,0.081124842,0.34577897,4.728013,2364.7632,2365.5486
15.0747,-3.1259475,-3.1259475,-0.017948195,-0.44998938,0.0060946061,0.081356339,0.34577861,4.728034,2364.7788,2365.5642
15.0748,-3.1259265,-3.1259265,-0.0038048415,-0.45033136,0.0035369857,0.081507601,0.34577823,4.728055,2364.7947,2365.5801
15.0749,-3.1259058,-3.1259058,0.010342284,-0.4502289,0.00097587693,0.081578471,0.34577784,4.728076,2364.8103,2365.5957
15.075,-3.1258848,-3.1258848,0.02447922,-0.44968215,-0.0015861946,0.081568897,0.34577748,4.728097,2364.8259,2365.6113
15.0751,-3.1258638,-3.1258638,0.038592011,-0.44869161,-0.0041467021,0.081478871,0.34577709,4.7281179,2364.8418,2365.6272
15.0752,-3.1258428,-3.1258428,0.052666735,-0.44725823,-0.0067031202,0.081308492,0.34577671,4.7281389,2364.8574,2365.6428
15.0753,-3.1258218,-3.1258218,0.066689499,-0.44538352,-0.0092529282,0.081057921,0.34577632,4.7281599,2364.873,2365.6584
15.0754,-3.1258008,-3.1258008,0.080646463,-0.44306922,-0.011793611,0.080727406,0.34577596,4.7281809,2364.8889,2365.6743
15.0755,-3.1257799,-3.1257799,0.094523855,-0.44031769,-0.014322663,0.080317281,0.34577557,4.7282019,2364.9045,2365.6899
15.0756,-3.1257591,-3.1257591,0.10830798,-0.43713158,-0.016837589,0.079827942,0.34577519,4.7282224,2364.9202,2365.7056
15.0757,-3.1257381,-3.1257381,0.12198523,-0.43351412,-0.019335911,0.07925988,0.3457748,4.7282434,2364.9358,2365.7212
15.0758,-3.1257172,-3.1257172,0.13554212,-0.42946878,-0.021815162,0.078613646,0.34577441,4.7282643,2364.9517,2365.7371
15.0759,-3.1256962,-3.1256962,0.14896525,-0.42499962,-0.0242729,0.077889882,0.34577405,4.7282853,2364.9673,2365.7527
15.076,-3.1256752,-3.1256752,0.1622414,-0.42011106,-0.026706701,0.077089302,0.34577367,4.7283063,2364.9829,2365.7683
15.0761,-3.1256542,-3.1256542,0.17535745,-0.41480786,-0.029114161,0.076212697,0.34577328,4.7283273,2364.9988,2365.7842
15.0762,-3.1256335,-3.1256335,0.18830045,-0.40909532,-0.031492911,0.075260922,0.34577289,4.7283483,2365.0144,2365.7998
15.0763,-3.1256125,-3.1256125,0.20105763,-0.40297902,-0.0338406,0.074234925,0.3457725,4.7283692,2365.03,2365.8154
15.0764,-3.1255915,-3.1255915,0.21361642,-0.39646503,-0.036154915,0.073135719,0.34577215,4.7283902,2365.0459,2365.8313
15.0765,-3.1255705,-3.1255705,0.2259644,-0.38955978,-0.038433574,0.071964383,0.34577176,4.7284112,2365.0615,2365.8469
15.0766,-3.1255496,-3.1255496,0.23808938,-0.38227004,-0.040674329,0.070722073,0.34577137,4.7284322,2365.0771,2365.8625
15.0767,-3.1255286,-3.1255286,0.24997944,-0.37460306,-0.04287497,0.069410019,0.34577098,4.7284532,2365.0928,2365.8782
15.0768,-3.1255076,-3.1255076,0.26162279,-0.36656639,-0.045033328,0.068029508,0.3457706,4.7284741,2365.1086,2365.894
15.0769,-3.1254869,-3.1254869,0.27300799,-0.35816795,-0.04714727,0.066581905,0.34577021,4.7284946,2365.1243,2365.9097
15.077,-3.1254659,-3.1254659,0.28412375,-0.34941605,-0.049214721,0.06506864,0.34576985,4.7285156,2365.1399,2365.9253
15.0771,-3.1254449,-3.1254449,0.29495913,-0.34031928,-0.051233631,0.063491195,0.34576946,4.7285366,2365.1558,2365.9412
15.0772,-3.1254239,-3.1254239,0.30550346,-0.33088666,-0.053202014,0.06185114,0.34576908,4.7285576,2365.1714,2365.9568
15.0773,-3.1254029,-3.1254029,0.31574628,-0.32112747,-0.055117927,0.060150083,0.34576869,4.7285786,2365.187,2365.9724
15.0774,-3.1253819,-3.1253819,0.32567751,-0.31105137,-0.056979485,0.058389705,0.3457683,4.7285995,2365.2026,2365.988
15.0775,-3.1253612,-3.1253612,0.33528736,-0.30066827,-0.058784846,0.056571741,0.34576792,4.7286205,2365.2185,2366.0039
15.0776,-3.1253402,-3.1253402,0.34456632,-0.28998846,-0.060532231,0.054697987,0.34576753,4.7286415,2365.2341,2366.0195
15.0777,-3.1253192,-3.1253192,0.35350525,-0.27902246,-0.062219921,0.052770287,0.34576714,4.7286625,2365.2498,2366.0352
15.0778,-3.1252983,-3.1252983,0.36209533,-0.26778105,-0.063846245,0.050790541,0.34576675,4.7286835,2365.2656,2366.051
15.0779,-3.1252773,-3.1252773,0.37032807,-0.25627539,-0.065409608,0.048760705,0.3457664,4.7287045,2365.2812,2366.0667
15.078,-3.1252563,-3.1252563,0.37819535,-0.24451679,-0.066908456,0.046682782,0.34576601,4.7287254,2365.2969,2366.0823
15.0781,-3.1252353,-3.1252353,0.38568941,-0.23251687,-0.068341322,0.044558816,0.34576562,4.7287464,2365.3127,2366.0981
15.0782,-3.1252146,-3.1252146,0.39280283,-0.22028747,-0.06970679,0.042390909,0.34576523,4.7287669,2365.3284,2366.1138
15.0783,-3.1251936,-3.1251936,0.39952862,-0.20784065,-0.071003504,0.04018119,0.34576485,4.7287879,2365.344,2366.1294
15.0784,-3.1251726,-3.1251726,0.40586016,-0.19518872,-0.072230197,0.037931848,0.34576446,4.7288089,2365.3596,2366.145
15.0785,-3.1251516,-3.1251516,0.41179115,-0.18234414,-0.073385656,0.035645094,0.34576407,4.7288299,2365.3755,2366.1609
15.0786,-3.1251307,-3.1251307,0.41731575,-0.1693196,-0.074468747,0.033323184,0.34576368,4.7288508,2365.3911,2366.1765
15.0787,-3.1251097,-3.1251097,0.42242852,-0.15612794,-0.075478382,0.030968411,0.3457633,4.7288718,2365.4067,2366.1921
15.0788,-3.1250889,-3.1250889,0.42712441,-0.1427822,-0.076413587,0.028583096,0.34576291,4.7288928,2365.4226,2366.208
15.0789,-3.1250679,-3.1250679,0.43139878,-0.12929551,-0.077273428,0.026169593,0.34576252,4.7289138,2365.4382,2366.2236
15.079,-3.125047,-3.125047,0.43524745,-0.11568122,-0.078057066,0.02373028,0.34576213,4.7289348,2365.4539,2366.2393
15.0791,-3.125026,-3.125026,0.43866655,-0.10195275,-0.078763716,0.021267561,0.34576175,4.7289557,2365.4697,2366.2551
